Source,Target,Weight
timbert5,house_housingitem_buff_fishing_bonus_t3,25,Furnishing,3,['Workshop Tier 5'],HousingItem
ingott5,house_housingitem_buff_fishing_bonus_t3,20,Furnishing,3,['Workshop Tier 5'],HousingItem
woodstaint5,house_housingitem_buff_fishing_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
house_housingitem_fishing_veryrarefish_c1,house_housingitem_buff_fishing_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
house_housingitem_buff_fishing_bonus_t2,house_housingitem_buff_fishing_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
timbert5,house_housingitem_buff_harvesting_bonus_t3,25,Furnishing,3,['Workshop Tier 5'],HousingItem
ingott5,house_housingitem_buff_harvesting_bonus_t3,20,Furnishing,3,['Workshop Tier 5'],HousingItem
woodstaint5,house_housingitem_buff_harvesting_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
mercurialtokent1,house_housingitem_buff_harvesting_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
house_housingitem_buff_harvesting_bonus_t2,house_housingitem_buff_harvesting_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
timbert5,house_housingitem_buff_logging_bonus_t3,25,Furnishing,3,['Workshop Tier 5'],HousingItem
ingott5,house_housingitem_buff_logging_bonus_t3,20,Furnishing,3,['Workshop Tier 5'],HousingItem
woodstaint5,house_housingitem_buff_logging_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
pureresint1,house_housingitem_buff_logging_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
house_housingitem_buff_logging_bonus_t2,house_housingitem_buff_logging_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
timbert5,house_housingitem_buff_luck_bonus_t3,25,Furnishing,4,['Workshop Tier 5'],HousingItem
ingott5,house_housingitem_buff_luck_bonus_t3,20,Furnishing,4,['Workshop Tier 5'],HousingItem
woodstaint5,house_housingitem_buff_luck_bonus_t3,1,Furnishing,4,['Workshop Tier 5'],HousingItem
loadeddicet1,house_housingitem_buff_luck_bonus_t3,1,Furnishing,4,['Workshop Tier 5'],HousingItem
house_housingitem_buff_luck_bonus_t2,house_housingitem_buff_luck_bonus_t3,1,Furnishing,4,['Workshop Tier 5'],HousingItem
timbert5,house_housingitem_buff_damage_vs_lost_t3,25,Furnishing,3,['Workshop Tier 5'],HousingItem
ingott5,house_housingitem_buff_damage_vs_lost_t3,20,Furnishing,3,['Workshop Tier 5'],HousingItem
woodstaint5,house_housingitem_buff_damage_vs_lost_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
ephemeralsealt1,house_housingitem_buff_damage_vs_lost_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
house_housingitem_buff_damage_vs_lost_t2,house_housingitem_buff_damage_vs_lost_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
timbert5,house_housingitem_buff_cooking_bonus_t3,25,Furnishing,3,['Workshop Tier 5'],HousingItem
ingott5,house_housingitem_buff_cooking_bonus_t3,20,Furnishing,3,['Workshop Tier 5'],HousingItem
woodstaint5,house_housingitem_buff_cooking_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
chefssecretcookbookt1,house_housingitem_buff_cooking_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
house_housingitem_buff_cooking_bonus_t2,house_housingitem_buff_cooking_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
timbert5,house_housingitem_buff_damage_vs_corrupted_t3,25,Furnishing,3,['Workshop Tier 5'],HousingItem
ingott5,house_housingitem_buff_damage_vs_corrupted_t3,20,Furnishing,3,['Workshop Tier 5'],HousingItem
woodstaint5,house_housingitem_buff_damage_vs_corrupted_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
corruptedtotemt1,house_housingitem_buff_damage_vs_corrupted_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
house_housingitem_buff_damage_vs_corrupted_t2,house_housingitem_buff_damage_vs_corrupted_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
timbert5,house_housingitem_buff_engineering_bonus_t3,25,Furnishing,3,['Workshop Tier 5'],HousingItem
ingott5,house_housingitem_buff_engineering_bonus_t3,20,Furnishing,3,['Workshop Tier 5'],HousingItem
woodstaint5,house_housingitem_buff_engineering_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
precisionengineeringtoolst1,house_housingitem_buff_engineering_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
house_housingitem_buff_engineering_bonus_t2,house_housingitem_buff_engineering_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
timbert5,house_housingitem_buff_mining_bonus_t3,25,Furnishing,3,['Workshop Tier 5'],HousingItem
ingott5,house_housingitem_buff_mining_bonus_t3,20,Furnishing,3,['Workshop Tier 5'],HousingItem
woodstaint5,house_housingitem_buff_mining_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
adamatinedustt1,house_housingitem_buff_mining_bonus_t3,1,Furnishing,3,['Workshop Tier 5'],HousingItem
